,fold
186894,train
186895,train
186896,train
186897,train
186898,train
186899,train
186900,train
186901,train
186902,train
186903,train
186904,train
186905,train
186906,valid
186907,train
186908,train
186909,train
186910,train
186911,train
186912,train
186913,train
186914,train
186915,train
186916,train
186917,train
186918,train
186919,train
186920,train
186921,valid
186922,train
186923,train
186924,train
186925,train
186926,train
186927,train
186928,valid
186929,valid
186930,train
186931,train
186932,train
186933,train
186934,train
186935,train
186936,train
186937,train
186938,train
186939,train
186940,train
186941,train
186942,train
186943,train
186944,train
186945,train
186946,train
186947,train
186948,valid
186949,train
186950,train
186951,valid
186952,train
186953,train
186954,train
186955,train
186956,train
186957,train
186958,train
186959,train
186960,train
186961,valid
186962,valid
186963,train
186964,valid
186965,train
186966,train
186967,train
186968,train
186969,train
186970,train
186971,train
186972,train
186973,train
186974,train
186975,train
186976,train
186977,train
186978,train
186979,train
186980,train
186981,train
186982,train
186983,train
186984,train
186985,train
186986,train
186987,train
186988,train
186989,train
186990,train
186991,train
186992,train
186993,train
186994,train
186995,train
186996,train
186997,train
186998,train
186999,train
187000,train
187001,train
187002,train
187003,valid
187004,train
187005,train
187006,train
187007,valid
187008,train
187009,train
187010,train
187011,train
187012,train
187013,valid
187014,train
187015,train
187016,train
187017,train
187018,train
187019,train
187020,train
187021,train
187022,valid
187023,valid
187024,train
187025,train
187026,train
187027,train
187028,train
187029,train
187030,train
187031,train
187032,valid
187033,valid
187034,train
187035,train
187036,train
187037,train
187038,valid
187039,train
187040,valid
187041,train
187042,train
187043,train
187044,train
187045,train
187046,valid
187047,valid
187048,train
187049,train
187050,train
187051,train
187052,train
187053,train
187054,train
187055,train
187056,train
187057,train
187058,train
187059,valid
187060,train
187061,train
187062,train
187063,train
187064,train
187065,train
187066,train
187067,train
187068,train
187069,train
187070,train
187071,train
187072,train
187073,train
187074,train
187075,train
187076,train
187077,train
187078,train
187079,train
187080,train
187081,train
187082,train
187083,train
187084,train
187085,train
187086,train
187087,train
187088,train
187089,train
187090,train
187091,valid
187092,train
187093,train
187094,train
187095,train
187096,train
187097,train
187098,train
187099,valid
187100,train
187101,train
187102,train
187103,train
187104,train
187105,train
187106,train
187107,train
187108,train
187109,valid
187110,valid
187111,train
187112,train
187113,train
187114,train
187115,train
187116,valid
187117,train
187118,train
187119,train
187120,train
187121,train
187122,train
187123,train
187124,train
187125,train
187126,train
187127,train
187128,train
187129,train
187130,train
187131,train
187132,train
187133,train
187134,train
187135,train
187136,train
187137,train
187138,train
187139,train
187140,train
187141,train
187142,train
187143,valid
187144,train
187145,train
187146,train
187147,train
187148,train
187149,train
187150,train
187151,train
187152,train
187153,train
187154,train
187155,train
187156,train
187157,valid
187158,train
187159,train
187160,train
187161,train
187162,train
187163,train
187164,train
187165,train
187166,train
187167,train
187168,valid
187169,train
187170,train
187171,train
187172,train
187173,valid
187174,train
187175,train
187176,train
187177,train
187178,train
187179,train
187180,train
187181,train
187182,train
187183,train
187184,train
187185,train
187186,train
187187,train
187188,train
187189,train
187190,train
187191,train
187192,valid
187193,train
187194,train
187195,train
187196,train
187197,train
187198,train
187199,train
187200,train
187201,train
187202,train
187203,train
187204,train
187205,train
187206,train
187207,train
187208,train
187209,train
187210,train
187211,train
187212,train
187213,train
187214,train
187215,train
187216,valid
187217,train
187218,train
187219,train
187220,train
187221,valid
187222,train
187223,train
187224,train
187225,train
187226,train
187227,train
187228,train
187229,train
187230,valid
187231,train
187232,train
187233,train
187234,train
187235,train
187236,train
187237,train
187238,train
187239,train
187240,train
187241,train
187242,train
187243,train
187244,train
187245,train
187246,train
187247,train
187248,train
187249,train
187250,train
187251,train
187252,train
187253,valid
187254,train
187255,valid
187256,train
187257,valid
187258,train
187259,train
187260,train
187261,train
187262,train
187263,train
187264,train
187265,train
187266,train
187267,train
187268,train
187269,train
187270,train
187271,train
187272,train
187273,train
187274,train
187275,train
187276,valid
187277,train
187278,train
187279,train
187280,train
187281,train
187282,train
187283,train
187284,train
187285,train
187286,train
187287,train
187288,train
187289,train
187290,train
187291,train
187292,train
187293,train
187294,train
187295,train
187296,train
187297,train
187298,train
187299,train
187300,train
187301,train
187302,train
187303,train
187304,train
187305,train
187306,train
187307,train
187308,train
187309,train
187310,train
187311,train
187312,train
187313,train
187314,train
187315,train
187316,train
187317,train
187318,train
187319,train
187320,valid
187321,train
187322,train
187323,train
187324,train
187325,train
187326,train
187327,train
187328,train
187329,train
187330,train
187331,train
187332,train
187333,train
187334,train
187335,train
187336,train
187337,train
187338,valid
187339,train
187340,train
187341,train
187342,train
187343,train
187344,train
187345,train
187346,train
187347,train
187348,train
187349,train
187350,valid
187351,train
187352,train
187353,train
187354,train
187355,train
187356,train
187357,train
187358,train
187359,train
187360,train
187361,train
187362,train
187363,valid
187364,train
187365,train
187366,train
187367,train
187368,train
187369,train
187370,train
187371,train
187372,train
187373,train
187374,train
187375,train
187376,train
187377,train
187378,train
187379,train
187380,train
187381,train
187382,valid
187383,train
187384,train
187385,train
187386,train
187387,train
187388,train
187389,train
187390,valid
187391,train
187392,train
187393,train
187394,train
187395,train
187396,train
187397,train
187398,train
187399,valid
187400,train
187401,valid
187402,train
187403,train
187404,train
187405,train
187406,train
187407,train
187408,train
187409,train
187410,train
187411,train
187412,train
187413,train
187414,train
187415,train
187416,train
187417,train
187418,train
187419,train
187420,valid
187421,train
187422,train
187423,train
187424,train
187425,train
187426,train
187427,train
187428,train
187429,train
187430,train
187431,train
187432,train
187433,train
187434,train
187435,valid
187436,train
187437,train
187438,train
187439,train
187440,train
187441,train
187442,train
187443,train
187444,train
187445,train
187446,valid
187447,train
187448,train
187449,train
187450,train
187451,valid
187452,train
187453,train
187454,train
187455,train
187456,valid
187457,train
187458,train
187459,train
187460,train
187461,train
187462,train
187463,train
187464,train
187465,train
187466,train
187467,train
187468,train
187469,train
187470,train
187471,train
187472,train
187473,train
187474,train
187475,valid
187476,train
187477,train
187478,train
187479,train
187480,train
187481,train
187482,valid
187483,train
187484,train
187485,train
187486,train
187487,train
187488,train
187489,train
187490,train
187491,train
187492,valid
187493,train
187494,train
187495,train
187496,train
187497,train
187498,train
187499,train
187500,train
187501,train
187502,train
187503,train
187504,valid
187505,train
187506,train
187507,train
187508,train
187509,train
187510,train
187511,valid
187512,train
187513,train
187514,valid
187515,train
187516,train
187517,train
187518,train
187519,train
187520,train
187521,train
187522,train
187523,train
187524,valid
187525,train
187526,train
187527,train
187528,train
187529,train
187530,train
187531,train
187532,train
187533,train
187534,train
187535,train
187536,train
187537,train
187538,train
187539,train
187540,train
187541,train
187542,train
187543,train
187544,train
187545,train
187546,train
187547,train
187548,train
187549,train
187550,train
187551,train
187552,train
187553,train
187554,train
187555,train
187556,train
187557,train
187558,train
187559,train
187560,train
187561,train
187562,train
187563,train
187564,train
187565,train
187566,train
187567,train
187568,train
187569,train
187570,train
187571,train
187572,train
187573,train
187574,train
187575,train
187576,train
187577,train
187578,train
187579,train
187580,valid
187581,train
187582,train
187583,train
187584,valid
187585,train
187586,train
187587,train
187588,train
187589,train
187590,train
187591,train
187592,train
187593,train
187594,train
187595,train
187596,train
187597,train
187598,train
187599,train
187600,train
187601,valid
187602,train
187603,train
187604,train
187605,train
187606,train
187607,train
187608,train
187609,train
187610,valid
187611,valid
187612,train
187613,train
187614,train
187615,train
187616,train
187617,train
187618,train
187619,train
187620,train
187621,train
187622,train
187623,valid
187624,train
187625,train
187626,train
187627,train
187628,train
187629,valid
187630,train
187631,train
187632,train
187633,train
187634,train
187635,valid
187636,train
187637,train
187638,train
187639,train
187640,train
187641,train
187642,train
187643,train
187644,train
187645,train
187646,train
187647,train
187648,train
187649,train
187650,train
187651,train
187652,train
187653,train
187654,valid
187655,valid
187656,train
187657,train
187658,train
187659,train
187660,train
187661,train
187662,train
187663,train
187664,valid
187665,train
187666,train
187667,train
187668,train
187669,train
187670,train
187671,train
187672,train
187673,train
187674,train
187675,train
187676,valid
187677,valid
187678,train
187679,train
187680,train
187681,train
187682,train
187683,valid
187684,train
187685,train
187686,train
187687,train
187688,train
187689,train
187690,train
187691,train
187692,train
187693,valid
187694,valid
187695,train
187696,train
187697,train
187698,valid
187699,train
187700,train
187701,train
187702,valid
187703,train
187704,valid
187705,train
187706,train
187707,train
187708,train
187709,train
187710,train
187711,train
187712,train
187713,train
187714,train
187715,train
187716,train
187717,train
187718,train
187719,train
187720,train
187721,train
187722,train
187723,train
187724,train
187725,train
187726,valid
187727,train
187728,train
187729,train
187730,train
187731,train
187732,train
187733,train
187734,train
187735,valid
187736,train
187737,train
187738,train
187739,train
187740,train
187741,train
187742,valid
187743,valid
187744,train
187745,train
187746,train
187747,train
187748,train
187749,train
187750,train
187751,train
187752,train
187753,train
187754,train
187755,train
187756,train
187757,train
187758,train
187759,train
187760,train
187761,train
187762,train
187763,valid
187764,valid
187765,train
187766,train
187767,train
187768,train
187769,train
187770,train
187771,train
187772,train
187773,train
187774,train
187775,train
187776,train
187777,train
187778,train
187779,valid
187780,train
187781,train
187782,train
187783,train
187784,train
187785,valid
187786,train
187787,valid
187788,train
187789,train
187790,train
187791,train
187792,train
187793,train
187794,train
187795,train
187796,train
187797,train
187798,valid
187799,train
187800,train
187801,valid
187802,train
187803,train
187804,train
187805,train
187806,train
187807,train
187808,train
187809,train
187810,train
187811,train
187812,train
187813,train
187814,train
187815,train
187816,train
187817,train
187818,train
187819,train
187820,train
187821,train
187822,train
187823,train
187824,train
187825,train
187826,train
187827,train
187828,train
187829,train
187830,train
187831,train
187832,train
187833,train
187834,valid
187835,train
187836,train
187837,train
187838,train
187839,train
187840,train
187841,valid
187842,train
187843,train
187844,train
187845,train
187846,train
187847,train
187848,valid
187849,train
187850,train
187851,train
187852,train
187853,train
187854,valid
187855,train
187856,valid
187857,train
187858,train
187859,train
187860,train
187861,train
187862,train
187863,train
187864,train
187865,train
187866,train
187867,train
187868,train
187869,train
187870,train
187871,train
187872,train
187873,train
187874,train
187875,train
187876,train
187877,valid
187878,train
187879,train
187880,train
187881,train
187882,train
187883,train
187884,train
187885,train
187886,train
187887,train
187888,valid
187889,train
187890,train
187891,train
187892,train
187893,train
187894,train
187895,train
187896,train
187897,train
187898,train
187899,train
187900,train
187901,train
187902,valid
187903,valid
187904,train
187905,train
187906,train
187907,train
187908,train
187909,train
187910,train
187911,train
187912,train
187913,train
187914,train
187915,train
187916,train
187917,train
187918,train
187919,train
187920,train
187921,train
187922,train
187923,train
187924,train
187925,train
187926,valid
187927,train
187928,train
187929,train
187930,train
187931,valid
187932,train
187933,train
187934,train
187935,train
187936,train
187937,train
187938,train
187939,train
187940,train
187941,train
187942,train
187943,train
187944,train
187945,train
187946,valid
187947,train
187948,train
187949,train
187950,train
187951,train
187952,train
187953,train
187954,valid
187955,valid
187956,train
187957,train
187958,train
187959,train
187960,train
187961,train
187962,train
187963,train
187964,train
187965,train
187966,train
187967,train
187968,train
187969,train
187970,train
187971,valid
187972,train
187973,valid
187974,train
187975,train
187976,train
187977,train
187978,train
187979,train
187980,train
187981,train
187982,train
187983,train
187984,train
187985,train
187986,train
187987,train
187988,train
187989,train
187990,train
187991,train
187992,valid
187993,train
187994,train
187995,train
187996,train
187997,train
187998,train
187999,train
188000,train
188001,train
188002,valid
188003,train
188004,train
188005,train
188006,train
188007,train
188008,train
188009,train
188010,train
188011,train
188012,train
188013,train
188014,valid
188015,train
188016,train
188017,train
188018,train
188019,train
188020,train
188021,train
188022,train
188023,train
188024,train
188025,train
188026,train
188027,train
188028,train
188029,train
188030,train
188031,train
188032,train
188033,valid
188034,valid
188035,train
188036,train
188037,train
188038,train
188039,train
188040,train
188041,train
188042,valid
188043,train
188044,train
188045,train
188046,train
188047,train
188048,train
188049,train
188050,train
188051,train
188052,train
188053,train
188054,train
188055,train
188056,train
188057,train
188058,valid
188059,valid
188060,train
188061,valid
188062,train
188063,train
188064,train
188065,train
188066,train
188067,train
188068,valid
188069,train
188070,train
188071,train
188072,train
188073,train
188074,train
188075,train
188076,train
188077,train
188078,train
188079,train
188080,train
188081,train
188082,train
188083,train
188084,train
188085,train
188086,train
188087,train
188088,train
188089,train
188090,train
188091,train
188092,train
188093,train
188094,train
188095,train
188096,train
188097,train
188098,train
188099,train
188100,train
188101,valid
188102,train
188103,train
188104,train
188105,train
188106,train
188107,train
188108,train
188109,train
188110,train
188111,train
188112,train
188113,train
188114,valid
188115,train
188116,train
188117,train
188118,valid
188119,train
188120,train
188121,train
188122,train
188123,train
188124,train
188125,train
188126,train
188127,train
188128,train
188129,valid
188130,train
188131,train
188132,train
188133,train
188134,train
188135,train
188136,valid
188137,train
188138,train
188139,train
188140,train
188141,valid
188142,train
188143,train
188144,train
188145,train
188146,train
188147,train
188148,train
188149,train
188150,train
188151,valid
188152,valid
188153,train
188154,train
188155,train
188156,train
188157,train
188158,valid
188159,train
188160,train
188161,train
188162,train
188163,train
188164,train
188165,train
188166,train
188167,train
188168,train
188169,train
188170,train
188171,valid
188172,train
188173,valid
188174,train
188175,train
188176,train
188177,train
188178,train
188179,train
188180,train
188181,train
188182,valid
188183,valid
188184,train
188185,valid
188186,train
188187,train
188188,valid
188189,train
188190,train
188191,train
188192,train
188193,train
188194,train
188195,train
188196,train
188197,valid
188198,train
188199,train
188200,train
188201,train
188202,train
188203,train
188204,train
188205,train
188206,train
188207,train
188208,train
188209,train
188210,train
188211,train
188212,train
188213,train
188214,train
188215,train
188216,train
188217,valid
188218,train
188219,train
188220,train
188221,train
188222,train
188223,train
188224,train
188225,train
188226,train
188227,train
188228,train
188229,train
188230,train
188231,train
188232,train
188233,train
188234,train
188235,train
188236,train
188237,train
188238,train
188239,train
188240,train
188241,train
188242,train
188243,train
188244,train
188245,train
188246,train
188247,train
188248,train
188249,train
188250,train
188251,train
188252,train
188253,train
188254,train
188255,train
188256,train
188257,train
188258,train
188259,train
188260,train
188261,valid
188262,train
188263,train
188264,train
188265,train
188266,valid
188267,train
188268,train
188269,train
188270,train
188271,train
188272,train
188273,train
188274,train
188275,train
188276,train
188277,valid
188278,train
188279,valid
188280,valid
188281,train
188282,train
188283,train
188284,train
188285,train
188286,train
188287,train
188288,train
188289,train
188290,train
188291,train
188292,train
188293,train
188294,train
188295,train
188296,valid
188297,valid
188298,train
188299,train
188300,train
188301,train
188302,train
188303,train
188304,train
188305,valid
188306,train
188307,train
188308,train
188309,train
188310,train
188311,train
188312,train
188313,train
188314,train
188315,train
188316,train
188317,train
188318,train
188319,train
188320,train
188321,train
188322,train
188323,train
188324,train
188325,train
188326,valid
188327,train
188328,train
188329,train
188330,train
188331,train
188332,valid
188333,train
188334,train
188335,train
188336,train
188337,train
188338,train
188339,train
188340,train
188341,train
188342,valid
188343,train
188344,train
188345,train
188346,train
188347,train
188348,train
188349,train
188350,train
188351,train
188352,valid
188353,train
188354,train
188355,train
188356,train
188357,train
188358,valid
188359,valid
188360,train
188361,train
188362,train
188363,train
188364,train
188365,train
188366,train
188367,train
188368,train
188369,train
188370,valid
188371,train
188372,train
188373,train
188374,train
188375,train
188376,train
188377,valid
188378,train
188379,train
188380,train
188381,train
188382,train
188383,train
188384,valid
188385,train
188386,train
188387,train
188388,train
188389,valid
188390,train
188391,train
188392,train
188393,train
188394,train
188395,train
188396,train
188397,train
188398,train
188399,train
188400,train
188401,train
188402,train
188403,train
188404,train
188405,train
188406,train
188407,train
188408,train
188409,train
188410,train
188411,train
188412,train
188413,train
188414,train
188415,train
188416,valid
188417,train
188418,train
188419,train
188420,train
188421,valid
188422,train
188423,train
188424,train
188425,train
188426,train
188427,train
188428,train
188429,train
188430,train
188431,train
188432,train
188433,train
188434,valid
188435,train
188436,train
188437,train
188438,train
188439,train
188440,train
188441,train
188442,train
188443,train
188444,train
188445,valid
188446,train
188447,train
188448,train
188449,train
188450,train
188451,train
188452,train
188453,train
188454,train
188455,train
188456,train
188457,train
188458,train
188459,train
188460,train
188461,valid
188462,valid
188463,train
188464,train
188465,valid
188466,train
188467,train
188468,train
188469,train
188470,train
188471,train
188472,train
188473,train
188474,train
188475,train
188476,train
188477,train
188478,train
188479,train
188480,train
188481,train
188482,train
188483,valid
188484,train
188485,valid
188486,train
188487,train
188488,train
188489,train
188490,train
188491,train
188492,train
188493,train
188494,train
188495,train
188496,train
188497,train
188498,train
188499,train
188500,valid
188501,train
188502,train
188503,train
188504,train
188505,train
188506,train
188507,train
188508,train
188509,train
188510,train
188511,train
188512,train
188513,train
188514,train
188515,train
188516,train
188517,train
188518,train
188519,train
188520,train
188521,train
188522,train
188523,valid
188524,train
188525,train
188526,train
188527,train
188528,train
188529,valid
188530,train
188531,train
188532,train
188533,train
188534,train
188535,train
188536,train
188537,train
188538,train
188539,train
188540,train
188541,train
188542,valid
188543,train
188544,train
188545,train
188546,train
188547,train
188548,train
188549,valid
188550,train
188551,train
188552,train
188553,train
188554,train
188555,valid
188556,train
188557,train
188558,train
188559,train
188560,train
188561,train
188562,train
188563,train
188564,valid
188565,train
188566,train
188567,train
188568,train
188569,train
188570,train
188571,train
188572,train
188573,train
188574,train
188575,valid
188576,train
188577,train
188578,train
188579,train
188580,train
188581,train
188582,train
188583,train
188584,train
188585,train
188586,train
188587,valid
188588,valid
188589,train
188590,valid
188591,valid
188592,train
188593,train
188594,train
188595,train
188596,train
188597,train
188598,valid
188599,train
188600,train
188601,train
188602,train
188603,train
188604,train
188605,train
188606,train
188607,train
188608,train
188609,train
188610,train
188611,train
188612,train
188613,train
188614,train
188615,valid
188616,train
188617,train
188618,train
188619,train
188620,train
188621,train
188622,train
188623,valid
188624,train
188625,train
188626,train
188627,train
188628,train
188629,train
188630,train
188631,train
188632,train
188633,train
188634,train
188635,valid
188636,valid
188637,train
188638,train
188639,train
188640,train
188641,train
188642,train
188643,train
188644,train
188645,train
188646,train
188647,valid
188648,train
188649,train
188650,train
188651,train
188652,train
188653,train
188654,train
188655,train
188656,train
188657,train
188658,train
188659,train
188660,train
188661,train
188662,train
188663,valid
188664,valid
188665,train
188666,train
188667,train
188668,train
188669,train
188670,train
188671,train
188672,train
188673,train
188674,train
188675,train
188676,train
188677,train
188678,train
188679,train
188680,train
188681,train
188682,train
188683,train
188684,train
188685,train
188686,train
188687,train
188688,train
188689,train
188690,train
188691,train
188692,train
188693,train
188694,train
188695,train
188696,train
188697,train
188698,train
188699,train
188700,train
188701,train
188702,train
188703,train
188704,train
188705,train
188706,train
188707,valid
188708,train
188709,train
188710,train
188711,train
188712,train
188713,train
188714,train
188715,train
188716,train
188717,train
188718,train
188719,train
188720,train
188721,train
188722,train
188723,train
188724,valid
188725,train
188726,train
188727,train
188728,train
188729,train
188730,train
188731,train
188732,train
188733,train
188734,train
188735,train
188736,train
188737,train
188738,train
188739,train
188740,train
188741,train
188742,train
188743,train
188744,train
188745,train
188746,train
188747,train
188748,train
188749,train
188750,train
188751,train
188752,train
188753,train
188754,train
188755,train
188756,train
188757,train
188758,train
188759,train
188760,train
188761,train
188762,train
188763,train
188764,train
188765,train
188766,train
188767,train
188768,train
188769,train
188770,train
188771,train
188772,train
188773,train
188774,valid
188775,train
188776,train
188777,train
188778,train
188779,train
188780,train
188781,train
188782,train
188783,train
188784,train
188785,train
188786,train
188787,train
188788,train
188789,train
188790,train
188791,train
188792,train
188793,train
188794,train
188795,train
188796,train
188797,train
188798,valid
188799,train
188800,train
188801,train
188802,train
188803,train
188804,train
188805,train
188806,train
188807,train
188808,train
188809,train
188810,train
188811,train
188812,valid
188813,train
188814,train
188815,train
188816,train
188817,valid
188818,valid
188819,train
188820,train
188821,train
188822,train
188823,valid
188824,valid
188825,train
188826,train
188827,valid
188828,train
188829,train
188830,train
188831,train
188832,train
188833,train
188834,train
188835,train
188836,train
188837,train
188838,train
188839,train
188840,train
188841,train
188842,train
188843,train
188844,train
188845,train
188846,train
188847,train
188848,train
188849,valid
188850,valid
188851,train
188852,train
188853,train
188854,train
188855,train
188856,train
188857,valid
188858,train
188859,valid
188860,train
188861,valid
188862,train
188863,valid
188864,train
188865,train
188866,train
188867,train
188868,train
188869,train
188870,train
188871,train
188872,train
188873,train
188874,train
188875,train
188876,train
188877,train
188878,train
188879,train
188880,train
188881,train
188882,train
188883,train
188884,train
188885,train
188886,train
188887,train
188888,valid
188889,train
188890,train
188891,train
188892,train
188893,valid
188894,train
188895,train
188896,train
188897,train
188898,train
188899,train
188900,train
188901,train
188902,train
188903,train
188904,train
188905,train
188906,train
188907,train
188908,train
188909,train
188910,train
188911,train
188912,train
188913,train
188914,train
188915,train
188916,train
188917,train
188918,train
188919,train
188920,train
188921,train
188922,train
188923,train
188924,train
188925,train
188926,train
188927,train
188928,train
188929,train
188930,train
188931,train
188932,train
188933,train
188934,train
188935,train
188936,train
188937,train
188938,train
188939,train
188940,train
188941,train
188942,train
188943,train
188944,train
188945,train
188946,train
188947,train
188948,train
188949,train
188950,train
188951,train
188952,train
188953,valid
188954,train
188955,train
188956,train
188957,train
188958,train
188959,train
188960,train
188961,train
188962,train
188963,train
188964,train
188965,train
188966,train
188967,train
188968,train
188969,train
188970,train
188971,train
188972,train
188973,train
188974,train
188975,train
188976,train
188977,train
188978,train
188979,train
188980,train
188981,train
188982,train
188983,train
188984,train
188985,train
188986,train
188987,train
188988,train
188989,train
188990,train
188991,train
188992,train
188993,train
188994,train
188995,train
188996,train
188997,train
188998,train
188999,train
189000,train
189001,train
189002,train
189003,train
189004,train
189005,train
189006,train
189007,train
189008,train
189009,train
189010,train
189011,train
189012,train
189013,train
189014,train
189015,train
189016,train
189017,train
189018,train
189019,train
189020,valid
189021,train
189022,train
189023,train
189024,train
189025,train
189026,train
189027,train
189028,train
189029,train
189030,train
189031,valid
189032,train
189033,train
189034,train
189035,train
189036,train
189037,train
189038,train
189039,train
189040,train
189041,train
189042,train
189043,train
189044,train
189045,train
189046,train
189047,train
189048,train
189049,train
189050,train
189051,valid
189052,train
189053,train
189054,train
189055,train
189056,train
189057,train
189058,train
189059,valid
189060,train
189061,train
189062,train
189063,train
189064,train
189065,train
189066,train
189067,train
189068,train
189069,train
189070,train
189071,valid
189072,train
189073,train
189074,train
189075,train
189076,train
189077,train
189078,train
189079,train
189080,train
189081,valid
189082,train
189083,valid
189084,train
189085,train
189086,train
189087,train
189088,train
189089,train
189090,train
189091,train
189092,train
189093,valid
189094,train
189095,train
189096,train
189097,train
189098,train
189099,train
189100,train
189101,train
189102,train
189103,train
189104,train
189105,train
189106,train
189107,train
189108,train
189109,train
189110,train
189111,valid
189112,valid
189113,train
189114,train
189115,train
189116,train
189117,valid
189118,train
189119,train
189120,train
189121,train
189122,train
189123,valid
189124,train
189125,train
189126,train
189127,train
189128,train
189129,train
189130,train
189131,train
189132,train
189133,train
189134,train
189135,train
189136,train
189137,train
189138,train
189139,valid
189140,valid
189141,train
189142,train
189143,train
189144,train
189145,train
189146,train
189147,train
189148,train
189149,train
189150,train
189151,train
189152,train
189153,valid
189154,train
189155,train
189156,train
189157,train
189158,train
189159,train
189160,train
189161,train
189162,train
189163,train
189164,train
189165,train
189166,train
189167,train
189168,train
189169,valid
189170,train
189171,train
189172,train
189173,train
189174,train
189175,valid
189176,train
189177,train
189178,train
189179,train
189180,valid
189181,train
189182,train
189183,train
189184,train
189185,train
189186,train
189187,train
189188,valid
189189,valid
189190,train
189191,train
189192,valid
189193,valid
189194,train
189195,train
189196,valid
189197,train
189198,train
189199,train
189200,valid
189201,train
189202,train
189203,valid
189204,valid
189205,train
189206,train
189207,train
189208,train
189209,train
189210,train
189211,train
189212,train
189213,train
189214,train
189215,train
189216,train
189217,train
189218,train
189219,train
189220,train
189221,train
189222,train
189223,train
189224,train
189225,train
189226,train
189227,valid
189228,train
189229,train
189230,valid
189231,valid
189232,train
189233,valid
189234,train
189235,train
189236,train
189237,train
189238,train
189239,train
189240,train
189241,train
189242,train
189243,train
189244,train
189245,train
189246,train
189247,train
189248,train
189249,train
189250,train
189251,train
189252,train
189253,train
189254,train
189255,train
189256,train
189257,train
189258,train
189259,train
189260,train
189261,train
189262,train
189263,train
189264,train
189265,valid
189266,train
189267,train
189268,train
189269,train
189270,train
189271,train
189272,train
189273,train
189274,train
189275,train
189276,train
189277,train
189278,train
189279,train
189280,train
189281,train
189282,train
189283,valid
189284,train
189285,train
189286,train
189287,train
189288,valid
189289,train
189290,train
189291,train
189292,train
189293,train
189294,train
189295,train
189296,train
189297,train
189298,train
189299,train
189300,train
189301,valid
189302,train
189303,train
189304,train
189305,train
189306,train
189307,valid
189308,train
189309,train
189310,train
189311,train
189312,train
189313,valid
189314,train
189315,train
189316,train
189317,train
189318,train
189319,train
189320,valid
189321,train
189322,train
189323,train
189324,train
189325,train
189326,train
189327,train
189328,valid
189329,train
189330,train
189331,train
189332,train
189333,train
189334,train
189335,valid
189336,train
189337,valid
189338,train
189339,train
189340,train
189341,train
189342,train
189343,train
189344,train
189345,train
189346,train
189347,valid
189348,train
189349,train
189350,train
189351,train
189352,valid
189353,train
189354,train
189355,train
189356,train
189357,train
189358,valid
189359,train
189360,train
189361,train
189362,valid
189363,train
189364,train
189365,train
189366,train
189367,train
189368,train
189369,valid
189370,train
189371,train
189372,train
189373,train
189374,train
189375,train
189376,train
189377,train
189378,train
189379,train
189380,train
189381,train
189382,train
189383,train
189384,train
189385,train
189386,train
189387,train
189388,train
189389,train
189390,train
189391,train
189392,train
189393,train
189394,train
189395,train
189396,train
189397,train
189398,train
189399,train
189400,train
189401,train
189402,train
189403,train
189404,train
189405,train
189406,train
189407,train
189408,train
189409,train
189410,train
189411,train
189412,train
189413,train
189414,train
189415,train
189416,train
189417,train
189418,train
189419,train
189420,train
189421,train
189422,train
189423,valid
189424,train
189425,train
189426,train
189427,train
189428,train
189429,train
189430,train
189431,train
189432,train
189433,valid
189434,train
189435,train
189436,valid
189437,train
189438,train
189439,train
189440,train
189441,valid
189442,train
189443,train
189444,train
189445,train
189446,train
189447,train
189448,train
189449,train
189450,train
189451,train
189452,train
189453,train
189454,train
189455,train
189456,train
189457,train
189458,train
189459,train
189460,train
189461,train
189462,train
189463,train
189464,valid
189465,train
189466,train
189467,train
189468,train
189469,train
189470,train
189471,valid
189472,train
189473,train
189474,train
189475,train
189476,train
189477,valid
189478,train
189479,train
189480,train
189481,train
189482,train
189483,valid
189484,train
189485,train
189486,train
189487,train
189488,train
189489,train
189490,train
189491,train
189492,train
189493,train
189494,train
189495,train
189496,train
189497,train
189498,train
189499,train
189500,train
189501,train
189502,train
189503,train
189504,train
189505,train
189506,train
189507,train
189508,train
189509,valid
189510,valid
189511,train
189512,train
189513,train
189514,train
189515,train
189516,train
189517,train
189518,valid
189519,train
189520,train
189521,train
189522,train
189523,train
189524,train
189525,valid
189526,train
189527,train
189528,train
189529,train
189530,train
189531,train
189532,train
189533,train
189534,train
189535,train
189536,train
189537,train
189538,train
189539,train
189540,valid
189541,train
189542,train
189543,valid
189544,train
189545,valid
189546,train
189547,train
189548,train
189549,valid
189550,train
189551,train
189552,valid
189553,train
189554,train
189555,train
189556,train
189557,train
189558,train
189559,train
189560,train
189561,train
189562,train
189563,train
189564,train
189565,train
189566,train
189567,train
189568,train
189569,train
189570,train
189571,train
189572,train
189573,train
189574,train
189575,train
189576,train
189577,train
189578,train
189579,train
189580,train
189581,train
189582,train
189583,train
189584,train
189585,train
189586,train
189587,train
189588,train
189589,valid
189590,train
189591,valid
189592,valid
189593,train
189594,train
189595,train
189596,train
189597,valid
189598,train
189599,train
189600,train
189601,train
189602,train
189603,valid
189604,train
189605,train
189606,train
189607,train
189608,train
189609,train
189610,train
189611,train
189612,train
189613,train
189614,train
189615,train
189616,train
189617,train
189618,train
189619,train
189620,train
189621,train
189622,train
189623,train
189624,train
189625,train
189626,train
189627,train
189628,train
189629,train
189630,train
189631,valid
189632,train
189633,train
189634,train
189635,train
189636,train
189637,train
189638,train
189639,train
